source,id,title,company,city,remote,salary_min,salary_max,salary_avg,currency,skills,level,category,collected_at,region,month,salary_avg_rub_norm
TheMuse,21610348,Info Security Consultant I B,Bank of America,Gunnison,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,21521060,Principal ASIC Design Verification Engineer (Starshield) ,SpaceX,Irvine,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,21218012,Industrial Security Analyst (CSSO/CPSO),SpaceX,El Segundo,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,20689488,Artificial Intelligence Senior Security Engineer,Bank of America,Boston,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,21658583,Veterinary Assistant - Mueller,"Modern Animal, Inc.",Austin,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,21337470,"Senior Software Engineer, Python Platform",Uber,"Amsterdam, Netherlands",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,21298363,"Sr. Software Engineer, ML Platform (Michelangelo)",Uber,Remote,True,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,21602522,"Manufacturing Engineer, Components Test",SpaceX,Redmond,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,21166585,Senior Software Engineer - FullStack Eng / AI,Uber,Remote,True,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,21666890,Sr. IT Network Automation Engineer,SpaceX,El Segundo,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,21607531,Relief Registered Veterinary Technician - Cherry Creek,"Modern Animal, Inc.",Denver,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,18832164,Senior Software Engineer - Kubernetes,"Uline, Inc.",Sturtevant,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:14,International,2026-05,
TheMuse,21187072,RF Engineer (Starshield),SpaceX,El Segundo,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,21493360,Enterprise Application Developer,Uber,Sunnyvale,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,18535973,"Manager, Sound Design - League of Legends",Riot Games,Singapore,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,21665782,Integration Specialist (Starlink Aviation),SpaceX,Woodinville,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,21131090,"Software Engineer, C++ - Top Secret Clearance ",SpaceX,El Segundo,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,16251912,"Software Engineer, Backend (All Teams)",DoorDash,Ann Arbor,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,21633159,"Principal Game Designer, Meta Systems and Progression - League of Legends",Riot Games,Los Angeles,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,21680748,Ingeniero/a Hidráulico/a,Bechtel,"Santiago, Chile",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,20262232,"Senior Software Engineer, VALORANT - Release Engineering",Riot Games,"Sydney, Australia",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,21178245,"Manager, Auto Insurance Forms",Uber,Chicago,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,21463528,"Test Specialist, Avionics (Starshield)",SpaceX,El Segundo,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,20751415,.NET Software Engineering Lead (Hands-On),Bank of America,Chandler,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,21671673,Software Engineer II - Android,Uber,"Bangalore, India",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,17760615,Cybersecurity Senior Engineer (Customer Cyber Threat Response),Cox Automotive,Buckhead,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,21655034,Qualys Platform Engineer,Bank of America,Chicago,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,21676604,Pega Software Engineer-Intermediate Level,USAA,Phoenix,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:15,International,2026-05,
TheMuse,21317056,Customer Support Engineer-Level 1,Celonis,"Bangalore, India",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,21576525,Sr. Full Stack Software Engineer (Starlink),SpaceX,Palo Alto,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,21665806,Process Engineer,The Coca-Cola Company,"Puente Alto, Chile",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,21669534,"Software Engineer, Intern - Vaga para mulheres",DoorDash,"São Paulo, Brazil",False,,,,USD,Software Engineering,Internship,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,21337732,Sr. RF Silicon Software Engineer (RFIC Engineering),SpaceX,Redmond,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,21638549,Sr. Automation & Controls Engineer (Facilities) ,SpaceX,El Segundo,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,18607441,Drivers Needed in Columbia,Lyft,Columbia,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,21493363,"Sr Software Engineer, Backend - Enterprise Identity",Uber,Remote,True,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,18083943,"Senior Scientist, Uber for Business",Uber,"Bangalore, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,16362007,"Launch Engineer, Ground Support Equipment (Falcon)",SpaceX,Rockledge,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,21680757,Electrical Designer -National Contract,Bechtel,"Vadodara, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,21678520,Software Engineer III,Bank of America,"Orpington, United Kingdom",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,21210917,Principal DFT Engineer (Silicon Engineering),SpaceX,Sunnyvale,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:16,International,2026-05,
TheMuse,21509332, Salesforce Software Engineer ,Celonis,"Bangalore, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21238053,Staff Software Engineer,Uber,"Hyderabad, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21489018,Security Software Engineer (Starshield),SpaceX,Washington,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21483515,"Principal Software Engineer, Rendering - Game Tech Group, Unreal Ecosystem",Riot Games,Los Angeles,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21540216,Veterinary Assistant (VA) - West LA,"Modern Animal, Inc.",Los Angeles,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21666896,"Supplier Development Engineer, Routers (Starlink)",SpaceX,Lockhart,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21674220,"Service Technician, Labs",DoorDash,Sunnyvale,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21581971,"Lead Software Engineer, Application Software (Supply Chain)",SpaceX,El Segundo,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21533613,"Senior Software Engineer, Uber Direct",Uber,Remote,True,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21643384,"Sr Software Engineer- iOS, Applied AI",Uber,Sunnyvale,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21619900,"Senior Full-Stack Software Engineer (Node.js, React)",Exadel,"Kazanlak, Bulgaria",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21573679,Senior Operations Manager,Bank of America,"Mumbai, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21680768,Hydraulic Engineer,Bechtel,"Santiago, Chile",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21471210,Staff Software Engineer,Sunrun,Flexible / Remote,True,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21619622,"Staff Software Engineer, Autonomous Freight Systems",Flexport,San Francisco,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21654081,"Principal Software Engineer, Continuous Integration (Starship)",SpaceX,El Segundo,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:17,International,2026-05,
TheMuse,21151884,Senior Software Security Engineer,Uber,San Francisco,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,21257278,Staff Software Engineer - Fulfillment Optimization,Uber,Sunnyvale,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,20460394,HVAC Technician - Level 4/5 (Starlink),SpaceX,Woodinville,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,21478256,"Engineering Manager II, Eater Messaging, Core Consumer",Uber,San Francisco,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,21641106,IBMi MQ Series Infrastructure Engineer ll,Bank of America,Chandler,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,10983968,"Staff Software Engineer, Services - Unpublished R&D Product",Riot Games,"Shanghai, China",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,20927017,"Staff Software Engineer, Backend",DoorDash,New York,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,21438741,"Sr. Associate, Network Planning Engineer (IPSAC) - Melbourne, FL",L3Harris Technologies,Sebastian,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,21185932,Automation Engineer (Starlink Customer Success),SpaceX,Lockhart,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,21680882,Production Operator 1- Packaging,The Coca-Cola Company,Winter Haven,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,21671267,Ingeniero/a de Procesos,Bechtel,"Santiago, Chile",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,21178259,"Director, Engineering - Uber Direct",Uber,San Francisco,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,21457771,"Senior Security Engineer, Red Team",DoorDash,Flexible / Remote,True,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:18,International,2026-05,
TheMuse,21200162,"Supplier Development Engineer, Mechanical (Starship)",SpaceX,El Segundo,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,21372627,Senior Analyst,Bank of America,"Mumbai, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,21533720,"Manager, Software Engineering - Developer Connections, Release",Riot Games,Los Angeles,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,19370363,"Senior Game Designer, Competitive Systems - VALORANT",Riot Games,Los Angeles,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,21608704,Senior Data Engineer (ADB + Python),Exadel,"Barra do Garças, Brazil",False,,,,USD,Software Engineering,Senior,Data Science,2026-05-11 18:19:19,International,2026-05,
TheMuse,21494738,CIF Superintendent,Bechtel,Lake Charles,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,21583338,"Senior Full-Stack Software Engineer (Python, React)",Exadel,"Kazanlak, Bulgaria",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,21656715,Software Engineer I,Uber,Remote,True,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,21671376,Registered Veterinary Technician (RVT) - Downtown Los Angeles,"Modern Animal, Inc.",Los Angeles,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,21570503,Software Engineer II B - GBS IND,Bank of America,"Mumbai, India",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,18036734,Production Services Specialist -GBS IND,Bank of America,"Chennai, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,21178431,"Sr. RF Systems Analysis Engineer, Regulatory (Starlink)",SpaceX,Washington,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,21632732,ESLP Senior Manager,The Coca-Cola Company,"Cairo, Egypt",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,21178618,"RF Systems Analysis Engineer, Regulatory (Starlink)",SpaceX,Washington,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,18357952,Sr Software Engineer (JavaScript),Disney,Burbank,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:19,International,2026-05,
TheMuse,21681240,"Senior Software Engineer, Merchant",Uber,"Hyderabad, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21174762,Mechanical Engineer (Starship Components Manufacturing),SpaceX,El Segundo,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21619845,Motion Graphics Producer,SpaceX,El Segundo,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,18300214,Systems Engineer (Aegis/SSDS)**,"SimVentions, Inc - Glassdoor ✪ 4.6",Hollywood,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,19694506,"Staff Software Engineer, Rendering 渲染工程师",Riot Games,"Shanghai, China",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21200145,"GNC Engineer, ADCS (Starshield) ",SpaceX,El Segundo,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21226033,"Software Engineer, Starlink Growth ",SpaceX,Sunnyvale,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21364895,Quality Inspector (Starlink Aviation),SpaceX,Woodinville,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21266529,"Mission Integration Engineer, Advanced Waveforms (Starshield Missions)",SpaceX,El Segundo,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21337728,Technical Satellite Policy Analyst,SpaceX,Washington,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21532971,Planificador/a de Puesta en Marcha,Bechtel,"Illapel, Chile",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21212422,Full Stack Software Engineer - Top Secret Clearance,SpaceX,El Segundo,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21336595,Test Specialist (Starshield),SpaceX,El Segundo,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,20952242,CMM Programmer (Valves) - 2nd Shift,SpaceX,El Segundo,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21643654,Production Operator I Packaging - Days - $21.50,The Coca-Cola Company,Winter Haven,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21588231,Automation & Controls Specialist (Starlink Production),SpaceX,Lockhart,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21653601,"Manager, ASIC Design Engineering (Starshield Silicon)",SpaceX,El Segundo,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21467275,Lead Software Engineer (.NET) ,Exadel,"Ozorków, Poland",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:20,International,2026-05,
TheMuse,21602524,CNC Programmer - Level 4/5 (2nd Shift),SpaceX,Lockhart,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21680838,Technical Program Manager,Merge,San Francisco,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21053748,Sr. Salesforce Application Developer,Uber,Remote,True,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21666898,Lead Starship Engineer (Ship Vehicle Assembly),SpaceX,Brownsville,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,18602773,Drivers Needed in Indianapolis,Lyft,Indianapolis,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21369933,Representante de Ventas en Campo CDMX,Uber,"Mexico City, Mexico",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,18089595,Sr Software Engineer - ServiceNow,Cox Automotive,College Park,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21464489,"Software Engineer II, AdTech",Uber,Remote,True,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21684784,Senior Software Engineer - Stateful Platform,Uber,"Århus, Denmark",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21121554,"Software Engineer II, Backend",Uber,"Rio de Janeiro, Brazil",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21496215,Software Engineer III - GBS IND,Bank of America,"Chennai, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21649336,Site Reliability Engineer III,Rent the Runway,"Galway, Ireland",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21671381,"Veterinary Assistant (VA) - Downtown Los Angeles, CA","Modern Animal, Inc.",Los Angeles,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21653942,Engineering Manager II - AI & Security,Uber,"Amsterdam, Netherlands",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21666458,"Senior Manager, Game Production - League of Legends, Champions & Cosmetics ",Riot Games,Los Angeles,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21127277,Senior Staff Engineer,Uber,Remote,True,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21661708,Linear Rates Quant,Bank of America,"London, United Kingdom",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:21,International,2026-05,
TheMuse,21573665,Credit Review Senior Examiner,Bank of America,Charlotte,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21614478,Senior Automation QA (Playwright),Exadel,"Kazanlak, Bulgaria",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,18667531,Drivers Needed in Denver,Lyft,Denver,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21639742,"Civil Engineer, Land Development (Starship Infrastructure)",SpaceX,Rockledge,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21495315,Senior Geotechnical Engineer,Bechtel,"Warsaw, Poland",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21089885,Lead Machine Learning Engineer,Exadel,"Dabas, Hungary",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21533072,Automation Engineer (Starlink Growth),SpaceX,Lockhart,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21533082,Sr. ASIC Design Engineer (Starshield),SpaceX,Palo Alto,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21509245,"Sr. Software Engineer, Additive Manufacturing (Raptor) ",SpaceX,El Segundo,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21404723,Software Engineer II - Grocery & Retail,Uber,Remote,True,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21467326,Starlink Integration & Test Engineer (Aviation),SpaceX,Woodinville,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,16251941,"Senior Software Engineer, Simulation Infrastructure, DoorDash Labs",DoorDash,San Francisco,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21109413,"Vice President, Data in Motion - Internet Monitoring Analysis (DLP), Global Information Security, Sydney, Australia",Bank of America,"Sydney, Australia",False,,,,USD,Software Engineering,Senior,Data Science,2026-05-11 18:19:22,International,2026-05,
TheMuse,21424352,IT Network Engineer - Top Secret Clearance,SpaceX,El Segundo,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21133261,Sr. Software Engineer (Starlink) ,SpaceX,Lockhart,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21613204,"Forward Deployed Engineer, Mission Systems (Starshield)",SpaceX,El Segundo,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:22,International,2026-05,
TheMuse,21582855,QA Engineer - Wild Rift (Contract),Riot Games,"Shanghai, China",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21416354,"Hardware Test Automation Engineer, Satellites (Starlink)",SpaceX,Redmond,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21653934,Sr. Software engineer,Uber,"Bangalore, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,20613410,Software Engineer II A- GBS IND,Bank of America,"Chennai, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21631424,Laser Production Technician (Starlink) - Entry Level ,SpaceX,Redmond,False,,,,USD,Software Engineering,Junior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21290002,Senior Software Engineer- Uber Eats Search Experience,Uber,Sunnyvale,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21666406,Temporary Pre-Sale Coordinator,Sotheby's,"London, United Kingdom",False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21616227,Senior Engineer,Bank of America,Charlotte,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21385972,Sr Staff Machine Learning Engineer - Ads,Uber,San Francisco,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,17917933,"Senior Applications Engineer, Full Stack - People Applications",DoorDash,San Francisco,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21632611,PDP - Piping SP3D Designer (National Contract),Bechtel,"Chennai, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21621626,Senior Technology Manager,Bank of America,"Chennai, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,20447261,Staff Software Engineer - Fullstack -Growth,Uber,Remote,True,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,19979222,"Senior Manager, Software Engineering, Build Services - VALORANT",Riot Games,Los Angeles,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21280632,Propulsion Engineer (Raptor Development Operations),SpaceX,El Segundo,False,,,,USD,Software Engineering,Middle,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21194555,Principal Antenna Engineer (Starshield),SpaceX,El Segundo,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:23,International,2026-05,
TheMuse,21608707,Senior Software Engineer (Java),Exadel,"Barra do Garças, Brazil",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:24,International,2026-05,
TheMuse,21608702,"Senior Full-Stack Software Engineer (.NET, React)",Exadel,"Kazanlak, Bulgaria",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:24,International,2026-05,
TheMuse,21672263,Senior Software Engineer (C++),Exadel,"Făgăraș, Romania",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:24,International,2026-05,
TheMuse,21528221,Senior Software Engineer (Python + AI),Exadel,"Făgăraș, Romania",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:24,International,2026-05,
TheMuse,20522611,Senior Security Engineer - IAM,Uber,"Bangalore, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:24,International,2026-05,
TheMuse,21624120,Lead Instrument Field Engineer,Bechtel,Groves,False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:24,International,2026-05,
TheMuse,21648916,"Sr. Software Engineer - Backend, Customer Obsession",Uber,"Bangalore, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:24,International,2026-05,
TheMuse,21638459,Engineer -CCPP,Bechtel,"Hinganghāt, India",False,,,,USD,Software Engineering,Senior,Software Development,2026-05-11 18:19:24,International,2026-05,
