source,id,title,company,city,remote,salary,skills,collected_at,search_keyword
Habr,habr_1000166172,Senior CV разработчик,2GIS,Москва,True,Зарплата не указанаПохожие специалисты получают 330 000 - 434 000 ₽,"Компьютерное зрение, Deep Learning, PyTorch, Computer Science",2026-05-11 17:55:06,python
Habr,habr_1000165802,Разработчик C++,SimbirSoft,Не указан,True,,"C++, Linux",2026-05-11 17:55:06,python
Habr,habr_1000166367,Data Engineer,М Тех,Не указан,True,Зарплата не указанаПохожие специалисты получают 350 000 - 434 000 ₽,"ClickHouse, Greenplum, Apache Airflow, Apache Spark, ETL",2026-05-11 17:55:06,python
Habr,habr_1000163567,SDET Java,SimbirSoft,Не указан,True,Зарплата не указанаПохожие специалисты получают 125 000 - 215 000 ₽,"Java, Spring Boot, Junit, Selenium",2026-05-11 17:55:06,python
Habr,habr_1000129519,Разработчик C# (.NET),Action tech,Не указан,True,,"Microsoft SQL, ООП, Entity framework, RabbitMQ, .NET",2026-05-11 17:55:06,python
Habr,habr_1000165612,Java Developer,ITK academy,Казань,True,от 75 000 ₽,"Java, Kotlin, Git, Docker, Java Spring Framework",2026-05-11 17:55:06,python
Habr,habr_1000161573,Стажер java разработчик,Банк России,Томск,False,Зарплата не указанаПохожие специалисты получают 36 000 - 77 000 ₽,"Java, Java Spring Framework",2026-05-11 17:55:06,python
Habr,habr_1000161187,Java разработчик,ИТ-Холдинг Т1,Новосибирск,True,Зарплата не указанаПохожие специалисты получают 73 000 - 130 000 ₽,"Java, Java Spring Framework, Spring Boot, Apache Kafka, PostgreSQL",2026-05-11 17:55:06,python
Habr,habr_1000166280,C++ red team developer,СПЕЦПО,Санкт-Петербург,True,от 230 000 до 350 000 ₽,"C#, C++, C, Assembler, LLVM",2026-05-11 17:55:06,python
Habr,habr_1000166152,Full Stack Developer,ONTHELION,Москва,True,,"Python, REST, Docker, Kubernetes, Java",2026-05-11 17:55:06,python
Habr,habr_1000133845,Middle/Middle+ SRE Engineer (Дальний Восток),TravelLine,Хабаровск,True,Зарплата не указанаПохожие специалисты получают 167 000 - 333 000 ₽,"Powershell, Python, Jenkins, Kubernetes, CI/CD",2026-05-11 17:55:06,python
Habr,habr_1000160764,Продуктовый аналитик (Рекомендации в Поиск),Wildberries & Russ,Москва,True,Зарплата не указанаПохожие специалисты получают 308 000 - 400 000 ₽,"SQL, PostgreSQL, Python, ClickHouse, Greenplum",2026-05-11 17:55:06,python
Habr,habr_1000164815,Инженер по тестированию / QA engineer (Linux),МТ-Интеграция,Москва,True,Зарплата не указанаПохожие специалисты получают 120 000 - 170 000 ₽,"Linux, Python, Perl, Виртуализация",2026-05-11 17:55:06,python
Habr,habr_1000162421,Аналитик данных (Внутренний контроль),Wildberries & Russ,Москва,False,Зарплата не указанаПохожие специалисты получают 276 000 - 382 000 ₽,"Python, SQL, PostgreSQL, ClickHouse, Apache Superset",2026-05-11 17:55:06,python
Habr,habr_1000161696,Архитектор (Data/AI),СберЗдоровье,Москва,True,Зарплата не указанаПохожие специалисты получают 297 000 - 443 000 ₽,"Python, DWH, ETL, Apache Airflow, Объектное хранилище S3",2026-05-11 17:55:06,python
Habr,habr_1000166156,Разработчик рантайма в Алису,Яндекс,Москва,False,,"C++, Python",2026-05-11 17:55:06,python
Habr,habr_1000165890,Разработчик на С++ в группу пешеходной и транспортной навигации,Яндекс,Нижний Новгород,False,,"C++, Python",2026-05-11 17:55:09,python
Habr,habr_1000157732,Продуктовый аналитик (Департамент Медиа | ADS),Wildberries & Russ,Москва,True,Зарплата не указанаПохожие специалисты получают 316 000 - 399 000 ₽,"SQL, Python, PostgreSQL, ClickHouse",2026-05-11 17:55:09,python
Habr,habr_1000165117,Data Engineer/Дата инженер (ученик),Aston,Москва,True,от 90 000 до 100 000 ₽,"Визуализация, NoSQL, SQL, Python, Agile",2026-05-11 17:55:09,python
Habr,habr_1000165572,ML Engineer (NLP),Банк России,Москва,False,Зарплата не указанаПохожие специалисты получают 326 000 - 521 000 ₽,"NLP, Docker, R, Apache Hadoop, Apache Airflow",2026-05-11 17:55:09,python
Habr,habr_1000166161,QA Engineer (Next.js + NestJS),Fincasemarket,Не указан,True,от 200 000 ₽,"NestJS, Next.js, REST, CI/CD, Docker",2026-05-11 17:55:09,python
Habr,habr_1000166247,Backend Developer (Laravel),Creative Code,Не указан,True,,"Laravel, ClickHouse, AWS, Golang",2026-05-11 17:55:09,python
Habr,habr_1000166253,QA - FullStack (TypeScript + Playwright),М Тех,Москва,True,,"TypeScript, Playwright",2026-05-11 17:55:09,python
Habr,habr_1000165859,Разработчик 1С ERP (ГПХ),ИТ-компания «Лоция»,Москва,True,Зарплата не указанаПохожие специалисты получают 250 000 - 330 000 ₽,"1C: ERP, Разработка под 1С",2026-05-11 17:55:09,python
Habr,habr_1000161371,Системный аналитик,ИТ-Холдинг Т1,Москва,False,Зарплата не указанаПохожие специалисты получают 112 000 - 297 000 ₽,Linux,2026-05-11 17:55:09,python
Habr,habr_1000147285,Automation QA (Java),IRLIX,Не указан,True,Зарплата не указанаПохожие специалисты получают 150 000 - 242 000 ₽,"Git, Java, Selenium, RESTful API, Jenkins",2026-05-11 17:55:09,python
Habr,habr_1000146318,QA Engineer Mobile fullstack (Java),Альфа-Банк,Не указан,True,Зарплата не указанаПохожие специалисты получают 219 000 - 337 000 ₽,"Java, PostgreSQL, Apache Kafka, SOAP, Selenide",2026-05-11 17:55:09,python
Habr,habr_1000164916,Developer C++ (KSMG),Лаборатория Касперского,Не указан,True,Зарплата не указанаПохожие специалисты получают 180 000 - 361 000 ₽,"Разработка программного обеспечения, C++",2026-05-11 17:55:09,python
Habr,habr_1000166262,Fullstack QA (Mobile + Load),М Тех,Москва,True,Зарплата не указанаПохожие специалисты получают 238 000 - 479 000 ₽,"Kotlin, Docker, Java, Нагрузочное тестирование, Apache JMeter",2026-05-11 17:55:09,python
Habr,habr_1000165157,Web тестировщик (в офис),Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 101 000 - 196 000 ₽,"REST, TestRail, SQL, Selenium",2026-05-11 17:55:09,python
Habr,habr_1000156821,Системный аналитик,ИТ-Холдинг Т1,Не указан,True,Зарплата не указанаПохожие специалисты получают 260 000 - 359 000 ₽,"SQL, REST, Apache Kafka, BPMN, UML",2026-05-11 17:55:09,python
Habr,habr_1000164447,"Backend Developer (PHP, Yii2)",Студворк,Самара,True,от 150 000 ₽,"PHP, Redis, PostgreSQL, Linux, RabbitMQ",2026-05-11 17:55:09,python
Habr,habr_1000158318,Senior/Lead Frontend разработчик (React),РОСГОССТРАХ,Не указан,True,Зарплата не указанаПохожие специалисты получают 333 000 - 493 000 ₽,"React, TypeScript, Webpack, MobX, Веб-разработка",2026-05-11 17:55:09,python
Habr,habr_1000161239,Системный аналитик НОБО,ИТ-Холдинг Т1,Не указан,True,Зарплата не указанаПохожие специалисты получают 193 000 - 307 000 ₽,"REST, SQL, PostgreSQL, SOAP, JSON",2026-05-11 17:55:09,python
Habr,habr_1000166393,Тестировщик ПО Manual QA,Unity Parent,Не указан,True,от 90 000 до 120 000 ₽,"Git, SQL, Базы данных, CI/CD, REST",2026-05-11 17:55:09,python
Habr,habr_1000166196,Ведущий системный аналитик,Лига Цифровой Экономики,Не указан,True,Зарплата не указанаПохожие специалисты получают 279 000 - 356 000 ₽,"REST, RabbitMQ, Высоконагруженные системы, SQL, Apache Kafka",2026-05-11 17:55:09,python
Habr,habr_1000166252,Инженер по автотестированию на Java,М Тех,Москва,True,,Java,2026-05-11 17:55:09,python
Habr,habr_1000127243,Android Developer (Platform Team),СберЗдоровье,Не указан,True,Зарплата не указанаПохожие специалисты получают 229 000 - 331 000 ₽,"Разработка мобильных приложений, Kotlin, Coroutines, Flow, Android SDK",2026-05-11 17:55:09,python
Habr,habr_1000166243,Lead React,М Тех,Москва,True,,"React, Redux, TypeScript",2026-05-11 17:55:09,python
Habr,habr_1000166323,Программист Backend PHP на yii2 (Middle),Модимио,Ярославль,True,от 70 000 до 90 000 ₽,"MySQL, Git, JavaScript, SQL, Vue.js",2026-05-11 17:55:09,python
Habr,habr_1000148160,PHP-разработчик,Гринсайт,Зеленоград,True,Зарплата не указанаПохожие специалисты получают 135 000 - 250 000 ₽,"Redis, Laravel, PostgreSQL, Composer, MySQL",2026-05-11 17:55:09,python
Habr,habr_1000166093,DevOps-администратор 1С (Junior+/Middle),Greenway Global,Новосибирск,False,от 90 000 до 230 000 ₽,"SQL, Администрирование 1С, HTTP, RabbitMQ",2026-05-11 17:55:12,python junior
Habr,habr_1000166187,Technical support [Junior],deeplay,Омск,True,Зарплата не указанаПохожие специалисты получают 50 000 - 70 000 ₽,"Linux, Администрирование Windows, Zabbix, Grafana",2026-05-11 17:55:12,python junior
Habr,habr_1000161196,Системный аналитик (со знанием кредитных процессов (Junior)),ИТ-Холдинг Т1,Новосибирск,True,Зарплата не указанаПохожие специалисты получают 113 000 - 157 000 ₽,"SQL, Java, Apache Kafka",2026-05-11 17:55:12,python junior
Habr,habr_1000165298,Младший инженер ЦОД,Банк ВТБ,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 95 000 - 125 000 ₽,"DHCP, DNS, Администрирование серверов, Администрирование оборудования Cisco, Техническая поддержка",2026-05-11 17:55:12,python junior
Habr,habr_1000139801,Java Developer,ИТРУМ,Ростов-на-Дону,True,от 75 000 ₽,"Git, Java, Spring Boot, Docker",2026-05-11 17:55:15,python junior
Habr,habr_1000116161,"Разработчик JavaScript/NodeJS, специалист технической поддержки",A-Parser,Не указан,True,800 $,"JavaScript, Node.js, TypeScript, LLM, Playwright",2026-05-11 17:55:15,python junior
Habr,habr_1000166255,Разработчик Java,М Тех,Москва,True,,Java,2026-05-11 17:55:17,python junior
Habr,habr_1000166366,Ведущий Java-разработчик,М Тех,Не указан,True,Зарплата не указанаПохожие специалисты получают 300 000 - 422 000 ₽,"Java, Spring Boot, PostgreSQL, SQL, ClickHouse",2026-05-11 17:55:17,python junior
Habr,habr_1000166285,Middle Java Developer,ИТРУМ,Ростов-на-Дону,False,от 150 000 ₽,"Git, Java, PostgreSQL, Docker, REST",2026-05-11 17:55:17,python junior
Habr,habr_1000165765,DevOps-инженер,Synapse AI,Не указан,True,от 150 000 ₽,Git,2026-05-11 17:55:17,python junior
Habr,habr_1000161198,Системный аналитик (со знанием кредитных процессов),ИТ-Холдинг Т1,Ростов-на-Дону,True,Зарплата не указанаПохожие специалисты получают 113 000 - 157 000 ₽,"SQL, Java, Apache Kafka",2026-05-11 17:55:20,python junior
Habr,habr_1000166338,Системный аналитик,ITK academy,Краснодар,True,от 75 000 до 130 000 ₽,"REST, SQL, BPMN, UML, ER-диаграммы",2026-05-11 17:55:20,python junior
Habr,habr_1000165193,Android разработчик / Kotlin developer,Hireway,Не указан,True,от 120 000 до 180 000 ₽,"Kotlin, Git, Java, Android studio, Android SDK",2026-05-11 17:55:20,python junior
Habr,habr_1000166370,Инженер поддержки MES систем,НЛМК ИТ,Липецк,True,Зарплата не указанаПохожие специалисты получают 53 000 - 90 000 ₽,"SQL, Apache Kafka, PostgreSQL, Базы данных",2026-05-11 17:55:20,python junior
Habr,habr_1000166122,1С Аналитик,Aston,Не указан,True,,"1C: ERP, Высоконагруженные системы",2026-05-11 17:55:23,python junior
Habr,habr_1000164788,Системный аналитик,Передовые Платежные Решения,Москва,False,Зарплата не указанаПохожие специалисты получают 281 000 - 368 000 ₽,"REST, RESTful API",2026-05-11 17:55:23,python junior
Habr,habr_1000164513,C/C++ Developer,Eltex,Новосибирск,False,Зарплата не указанаПохожие специалисты получают 57 000 - 117 000 ₽,"Linux, C, C++",2026-05-11 17:55:26,python junior
Habr,habr_1000166064,Технический архитектор 1с,OPEN group,Санкт-Петербург,True,от 400 000 ₽,"Автоматизация процессов, 1C: ERP",2026-05-11 17:55:26,python junior
Habr,habr_1000166349,Программист 1С middle+,1С: БИЗНЕС РЕШЕНИЯ,Не указан,True,от 130 000 до 260 000 ₽,"Разработка под 1С, Разработка решений по интеграции, JSON, Анализ требований, XML",2026-05-11 17:55:29,python junior
Habr,habr_1000166307,Финансовый аналитик,ИП Титов Михаил Юрьевич,Ростов-на-Дону,True,от 100 000 ₽,"SQL, Базы данных, Алгоритмы и структуры данных, Прикладная математика, Большие данные",2026-05-11 17:55:29,python junior
Habr,habr_1000165961,Инженер по анализу защищенности инфраструктуры (анализ уязвимостей),ГАЗИНФОРМСЕРВИС,Санкт-Петербург,False,,"Информационная безопасность, Системное администрирование, Администрирование Linux, Powershell, Анализ угроз",2026-05-11 17:55:29,python junior
Habr,habr_1000166174,DevOps - инженер | Dev Ops engineer,Hireway,Не указан,True,от 70 000 до 100 000 ₽,DevOps,2026-05-11 17:55:29,python junior
Habr,habr_1000149993,Erlang/Elixir developer,Eltex,Новосибирск,False,Зарплата не указанаПохожие специалисты получают 61 000 - 109 000 ₽,"Erlang, NoSQL, SQL, Linux, Docker",2026-05-11 17:55:29,python junior
Habr,habr_1000157114,Выездной инженер технической поддержки,ИТ-Холдинг Т1,Санкт-Петербург,False,от 62 000 до 70 000 ₽,"Администрирование Windows, Linux, Ремонт и обслуживание ПК, Настройка и наладка оборудования, Установка и обслуживание офисной техники",2026-05-11 17:55:29,python junior
Habr,habr_1000157161,Специалист технической поддержки (первая линия),ИТ-Холдинг Т1,Самара,False,Зарплата не указанаПохожие специалисты получают 57 000 - 90 000 ₽,Техническая поддержка,2026-05-11 17:55:29,python junior
Habr,habr_1000161387,Сетевой инженер,ИТ-Холдинг Т1,Москва,False,Зарплата не указанаПохожие специалисты получают 73 000 - 109 000 ₽,"BGP, OSPF",2026-05-11 17:55:29,python junior
Habr,habr_1000165853,Аналитик,ЛАНИТ,Москва,False,Зарплата не указанаПохожие специалисты получают 136 000 - 187 000 ₽,"ГОСТ, Базы данных, PostgreSQL, BPMN, UML",2026-05-11 17:55:29,python junior
Habr,habr_1000161173,Java  разработчик,ИТ-Холдинг Т1,Краснодар,True,Зарплата не указанаПохожие специалисты получают 70 000 - 141 000 ₽,"Java, Docker, PostgreSQL, Hibernate, Spring Boot",2026-05-11 17:55:29,python junior
Habr,habr_1000165252,Инженер технической поддержки в г. Краснодар,ИТ-Холдинг Т1,Краснодар,False,Зарплата не указанаПохожие специалисты получают 50 000 - 80 000 ₽,Системное администрирование,2026-05-11 17:55:29,python junior
Habr,habr_1000166137,"Инженер технической поддержки (Удаленно, любая локация, облачные сервисы)",CleanTalk,Не указан,True,от 1200 $,"WordPress, Английский язык, Техническая поддержка",2026-05-11 17:55:29,python junior
Habr,habr_1000166399,1С Программист (Middle / Middle+),Greenway Global,Не указан,True,от 150 000 ₽,"1C: ERP, Git, CI/CD",2026-05-11 17:55:32,python middle
Habr,habr_1000163035,Devops-engineer (middle/middle+),IRLIX,Не указан,True,Зарплата не указанаПохожие специалисты получают 200 000 - 285 000 ₽,"Docker, Kubernetes, CI/CD, Linux, Сетевые технологии",2026-05-11 17:55:32,python middle
Habr,habr_1000165051,Разработчик 1С (Middle),Анонимный работодатель,Рязань,True,Зарплата не указанаПохожие специалисты получают 142 000 - 241 000 ₽,Разработка под 1С,2026-05-11 17:55:32,python middle
Habr,habr_1000078847,Middle+ IOS developer,IRLIX,Не указан,True,Зарплата не указанаПохожие специалисты получают 241 000 - 346 000 ₽,"Разработка мобильных приложений, Разработка под iOS, UIKit, Clean Architecture, CI/CD",2026-05-11 17:55:35,python middle
Habr,habr_1000166178,"Системный администратор (Middle, в офис г. Йошкар-Ола)",TravelLine,Йошкар-Ола,False,,"MySQL, Asterisk, Active directory, DNS, Системное администрирование",2026-05-11 17:55:35,python middle
Habr,habr_1000164618,Middle+ Java Backend Developer,IRLIX,Не указан,True,Зарплата не указанаПохожие специалисты получают 190 000 - 277 000 ₽,Java,2026-05-11 17:55:35,python middle
Habr,habr_1000166251,Devops - инженер (middle/senior),М Тех,Москва,True,,GitLab,2026-05-11 17:55:35,python middle
Habr,habr_1000165607,Middle/Senior DevOps Engineer [МТС Веб Сервисы],МТС Web Services,Москва,False,,"Kubernetes, Terraform",2026-05-11 17:55:35,python middle
Habr,habr_1000166333,SEO-специалист / Middle+ / Senior SEO в Finandy,Finandy,Не указан,True,от 1000 $,"Разработка SEO-стратегии, SEO-оптимизация, SEO-аудит сайтов, Google Analytics, Google Search Console",2026-05-11 17:55:39,python middle
Habr,habr_1000166245,Go Developer,ITK academy,Краснодар,True,от 250 000 ₽,"Git, Docker, Redis, CI/CD, Kubernetes",2026-05-11 17:55:39,python middle
Habr,habr_1000166369,Старший инженер поддержки MES систем,НЛМК ИТ,Липецк,True,Зарплата не указанаПохожие специалисты получают 87 000 - 126 000 ₽,"SQL, Apache Kafka, PostgreSQL, Базы данных",2026-05-11 17:55:39,python middle
Habr,habr_1000166387,Unity-разработчик (WebGL),Empire's Battle,Не указан,True,,"C#, ООП, Алгоритмы и структуры данных, REST",2026-05-11 17:55:41,python middle
Habr,habr_1000166382,Fullstack Software Engineer,Tinkers,Не указан,True,от 3000 до 4000 $,"Git, PostgreSQL, Docker, React, JavaScript",2026-05-11 17:55:41,python middle
Habr,habr_1000166163,"Backend Developer (PHP, Laravel)",Lenkep Recruitment,Москва,False,,Laravel,2026-05-11 17:55:41,python middle
Habr,habr_1000163309,Product Manager,МегаФон,Москва,False,Зарплата не указанаПохожие специалисты получают 199 000 - 306 000 ₽,"Управление продуктами, Разработка продуктовой стратегии, A/B тестирование",2026-05-11 17:55:41,python middle
Habr,habr_1000149857,C developer (ME),Eltex,Новосибирск,False,Зарплата не указанаПохожие специалисты получают 157 000 - 235 000 ₽,"C, Linux",2026-05-11 17:55:41,python middle
Habr,habr_1000156497,IOS-разработчик в Маркетплейс,Wildberries & Russ,Не указан,True,Зарплата не указанаПохожие специалисты получают 300 000 - 410 000 ₽,"Swift, UIKit, Google Firebase, Realm, Разработка под iOS",2026-05-11 17:55:41,python middle
Habr,habr_1000165394,"Инженер по обслуживанию систем безопасности, видеонаблюдения и СОТ",НАО «Красная Поляна»,Сочи,False,до 70 000 ₽,Техническая поддержка,2026-05-11 17:55:44,python middle
Habr,habr_1000165673,Java-разработчик,deeplay,Омск,False,Зарплата не указанаПохожие специалисты получают 160 000 - 250 000 ₽,"gRPC, Java, SQL, PostgreSQL",2026-05-11 17:55:44,python middle
Habr,habr_1000165066,Менеджер по продажам / Аккаунт менеджер,Анонимный работодатель,Пенза,False,Зарплата не указанаПохожие специалисты получают 120 000 - 220 000 ₽,Ведение переговоров,2026-05-11 17:55:46,python middle
Habr,habr_1000165206,Системный администратор выездной,Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 91 000 - 128 000 ₽,"Linux, Mikrotik",2026-05-11 17:55:46,python middle
Habr,habr_1000165034,Разработчик 1С,Анонимный работодатель,Самара,False,Зарплата не указанаПохожие специалисты получают 127 000 - 266 000 ₽,Разработка под 1С,2026-05-11 17:55:46,python middle
Habr,habr_1000166318,Прикладной администратор,ИТ-Холдинг Т1,Самара,False,Зарплата не указанаПохожие специалисты получают 76 000 - 150 000 ₽,Linux,2026-05-11 17:55:46,python middle
Habr,habr_1000161368,Координатор заявок service desk,ИТ-Холдинг Т1,Самара,False,45 000 ₽,Техническая поддержка,2026-05-11 17:55:46,python middle
Habr,habr_1000158010,Frontend-разработчик (React),Wildberries & Russ,Москва,True,Зарплата не указанаПохожие специалисты получают 286 000 - 404 000 ₽,"JavaScript, React",2026-05-11 17:55:49,python middle
Habr,habr_1000165140,Инженер сервиса,Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 80 000 - 134 000 ₽,Техническая документация,2026-05-11 17:55:49,python middle
Habr,habr_1000165132,Инженер 2-й линии технической поддержки,Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 153 000 - 208 000 ₽,"Техническая поддержка, Zabbix, Linux, SQL",2026-05-11 17:55:49,python middle
Habr,habr_1000156496,Android-разработчик в Маркетплейс,Wildberries & Russ,Не указан,True,Зарплата не указанаПохожие специалисты получают 297 000 - 404 000 ₽,"Kotlin, Jetpack Compose, MVVM, Room, Coroutines",2026-05-11 17:55:49,python middle
Habr,habr_1000164481,Ведущий менеджер по продажам IT аутсорса,RedLab,Москва,True,Зарплата не указанаПохожие специалисты получают 100 000 - 200 000 ₽,Ведение переговоров,2026-05-11 17:55:49,python middle
Habr,habr_1000165163,Инженер по испытаниям и метрологии РЭА,Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 54 000 - 187 000 ₽,ГОСТ,2026-05-11 17:55:49,python middle
Habr,habr_1000166401,Senior Java Developer,Arenadata,Не указан,True,Зарплата не указанаПохожие специалисты получают 300 000 - 420 000 ₽,"Java, Spring Boot, PostgreSQL, Базы данных, Apache Maven",2026-05-11 17:55:53,python senior
Habr,habr_1000165374,Старший Go/PHP-разработчик в команду Cообществ,VK,Не указан,True,,"PHP, Golang",2026-05-11 17:55:56,python senior
Habr,habr_1000157520,Senior Site Reliability Engineer (SRE),TravelLine,Казань,True,Зарплата не указанаПохожие специалисты получают 251 000 - 433 000 ₽,"Zabbix, Grafana, Prometheus, Ansible, Мониторинг",2026-05-11 17:55:56,python senior
Habr,habr_1000163193,Старший Data Engineer,Cloud.ru,Москва,True,Зарплата не указанаПохожие специалисты получают 320 000 - 374 000 ₽,SQL,2026-05-11 17:55:56,python senior
Habr,habr_1000165320,Старший аналитик по направлению внутренних расследований ИБ,Совкомбанк Технологии,Краснодар,False,Зарплата не указанаПохожие специалисты получают 194 000 - 353 000 ₽,"SIEM, Форензика",2026-05-11 17:55:56,python senior
Habr,habr_1000165321,Старший аналитик по направлению внутренних расследований ИБ,Совкомбанк Технологии,Хабаровск,False,Зарплата не указанаПохожие специалисты получают 194 000 - 353 000 ₽,"SIEM, Форензика",2026-05-11 17:55:56,python senior
Habr,habr_1000165156,Senior Computer Vision Engineer,Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 259 000 - 415 000 ₽,"FPGA, OpenCV, C++, C",2026-05-11 17:55:56,python senior
Habr,habr_1000163093,Старший инженер OpenStack,Cloud.ru,Москва,False,Зарплата не указанаПохожие специалисты получают 108 000 - 170 000 ₽,Linux,2026-05-11 17:55:56,python senior
Habr,habr_1000161455,Старший разработчик на С++ в Яндекс Браузер,Яндекс,Москва,False,Зарплата не указанаПохожие специалисты получают 268 000 - 385 000 ₽,"C++, Алгоритмы и структуры данных, Linux, C++ stl, Библиотека стандартных шаблонов",2026-05-11 17:55:56,python senior
Habr,habr_1000166281,Старший инженер - программист 1С,Авиакомпания «Победа»,Москва,False,Зарплата не указанаПохожие специалисты получают 182 000 - 250 000 ₽,Разработка под 1С,2026-05-11 17:55:56,python senior
Habr,habr_1000166268,Старший бизнес-аналитик,IT_One,Москва,False,Зарплата не указанаПохожие специалисты получают 230 000 - 321 000 ₽,Oracle,2026-05-11 17:55:56,python senior
Habr,habr_1000163153,Senior IOS-разработчик,Экосистема тенниса,Не указан,True,от 350 000 ₽,"Swift, UIKit, Xcode, Clean Architecture, GCD",2026-05-11 17:55:59,python senior
Habr,habr_1000163154,Senior Android-разработчик,Экосистема тенниса,Не указан,True,от 350 000 ₽,"Разработка под Android, Kotlin, Разработка мобильных приложений, Android SDK, MVVM",2026-05-11 17:55:59,python senior
Habr,habr_1000161584,Старший разработчик Golang,МегаФон,Москва,True,Зарплата не указанаПохожие специалисты получают 350 000 - 450 000 ₽,"gRPC, Golang, NATS, Apache Kafka",2026-05-11 17:55:59,python senior
Habr,habr_1000165893,Системный Android разработчик [Senior],deeplay,Не указан,True,Зарплата не указанаПохожие специалисты получают 320 000 - 445 000 ₽,Разработка под Android,2026-05-11 17:55:59,python senior
Habr,habr_1000166284,Senior DevOps-инженер на проект банка (система распознавания документов),Юзтех,Не указан,True,,"Docker, PostgreSQL, Базы данных, MySQL, Linux",2026-05-11 17:55:59,python senior
Habr,habr_1000166230,Аналитик данных (Senior Data Analyst),ЛАНИТ,Не указан,True,Зарплата не указанаПохожие специалисты получают 264 000 - 347 000 ₽,"SQL, ETL, DWH, PowerBI",2026-05-11 17:55:59,python senior
Habr,habr_1000165032,Старший системный администратор/TeamLead,Анонимный работодатель,Москва,False,Зарплата не указанаПохожие специалисты получают 109 000 - 137 000 ₽,"Linux, Active directory",2026-05-11 17:56:01,python senior
Habr,habr_1000153848,QA инженер (Linux),Marfatech,Москва,True,Зарплата не указанаПохожие специалисты получают 190 000 - 268 000 ₽,"Linux, REST, SQL",2026-05-11 17:56:01,python senior
Habr,habr_1000166237,PHP-разработчик,Граффинтех,Не указан,True,Зарплата не указанаПохожие специалисты получают 260 000 - 390 000 ₽,"PHP, PostgreSQL, MySQL, Redis, RabbitMQ",2026-05-11 17:56:01,python senior
Habr,habr_1000142646,Старший инженер-программист C (ядра Linux) ОС Astra Linux,Группа Астра,Москва,True,Зарплата не указанаПохожие специалисты получают 243 000 - 357 000 ₽,"C, Linux, Linux kernel, Системное программирование, Информационная безопасность",2026-05-11 17:56:01,python senior
Habr,habr_1000163192,SRE-инженер,Cloud.ru,Москва,True,Зарплата не указанаПохожие специалисты получают 298 000 - 477 000 ₽,SQL,2026-05-11 17:56:01,python senior
Habr,habr_1000166249,Pentester,СПЕЦПО,Санкт-Петербург,True,от 150 000 до 250 000 ₽,"Git, PostgreSQL, Linux, C++",2026-05-11 17:56:01,python senior
Habr,habr_1000165214,Fullstack разработчик (PHP),Анонимный работодатель,Москва,True,Зарплата не указанаПохожие специалисты получают 170 000 - 296 000 ₽,"Git, MySQL, JavaScript, SQL, Symfony",2026-05-11 17:56:01,python senior
Habr,habr_1000166373,Тимлид команды автоматизированного тестирования (JS Playwright),Смарт Горизонт,Не указан,True,,"TypeScript, JavaScript, Playwright",2026-05-11 17:56:05,python senior
Habr,habr_1000166292,Project Manager / Специалист по внедрению AI-менеджеров (удалённо),Leadhero,Москва,True,от 70 000 до 150 000 ₽,"LLM, Создание чат-ботов, Создание telegram-ботов, Лидогенерация, B2B",2026-05-11 17:56:05,python senior
Habr,habr_1000165067,Начинающий специалист 1С (первая линия поддержки),Анонимный работодатель,Рязань,False,Зарплата не указанаПохожие специалисты получают 60 000 - 128 000 ₽,Ведение переговоров,2026-05-11 17:56:05,python senior
Habr,habr_1000165212,Системный/Бизнес аналитик 1С,Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 156 000 - 301 000 ₽,Системный анализ,2026-05-11 17:56:11,python senior
Habr,habr_1000145180,Fullstack JavaScript разработчик,MakeDifference,Не указан,True,от 70 000 до 100 000 ₽,"JavaScript, React, TypeScript, Node.js, Next.js",2026-05-11 17:56:13,javascript
Habr,habr_1000164014,"Frontend-разработчик (vanilla JS, high-load)",Karma8,Не указан,True,от 200 000 ₽,"JavaScript, JQuery, HTML, CSS, Git",2026-05-11 17:56:13,javascript
Habr,habr_1000166181,Frontend-разработчик,Банк России,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 170 000 - 262 000 ₽,"JavaScript, TypeScript, React, Angular, HTML",2026-05-11 17:56:13,javascript
Habr,habr_1000080118,Frontend-разработчик React,Т-Банк,Екатеринбург,False,Зарплата не указанаПохожие специалисты получают 160 000 - 250 000 ₽,"React, JavaScript",2026-05-11 17:56:13,javascript
Habr,habr_1000166149,"Веб-программист (Fullstack разработчик, г. Ижевск офлайн)",АО «Ижевский радиозавод»,Ижевск,False,от 100 000 ₽,"Linux, Node.js, TypeScript, PostgreSQL, REST",2026-05-11 17:56:13,javascript
